Folder,Filename,Title,Author,License,Sketchfab Link,Attribution,Lookup Method
Bridge,be33d9644e104769b5508ef14093c168.glb,Bolsheokhtinsky Bridge (Большеохтинский мост),YuriSnitko (https://sketchfab.com/YuriSnitko),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/bolsheokhtinsky-bridge-be33d9644e104769b5508ef14093c168,"""Bolsheokhtinsky Bridge (Большеохтинский мост)"" by YuriSnitko (https://sketchfab.com/YuriSnitko) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/bolsheokhtinsky-bridge-be33d9644e104769b5508ef14093c168)",internal
Bridge,bridge.glb,Bridge,Nikolayy (https://sketchfab.com/Nikolayy),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/bridge-545a57d9785443bca9b135da2e497bc0,"""Bridge"" by Nikolayy (https://sketchfab.com/Nikolayy) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/bridge-545a57d9785443bca9b135da2e497bc0)",internal
Bridge,bridge_1.glb,Bridge,Maxim Samsonkin (https://sketchfab.com/Maximus159),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/bridge-346220b3831141a19bd8911bdbb823f4,"""Bridge"" by Maxim Samsonkin (https://sketchfab.com/Maximus159) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/bridge-346220b3831141a19bd8911bdbb823f4)",internal
Bridge,bridge_2.glb,Bridge,atillakurt (https://sketchfab.com/atillakurt),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/bridge-2d618fe3a8454623a2dc0b363549b48c,"""Bridge"" by atillakurt (https://sketchfab.com/atillakurt) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/bridge-2d618fe3a8454623a2dc0b363549b48c)",internal
Bridge,bridge_3.glb,Bridge,Third_Fox (https://sketchfab.com/Third_Fox),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/bridge-75467253334941bfaec73b3cc6d1fd1b,"""Bridge"" by Third_Fox (https://sketchfab.com/Third_Fox) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/bridge-75467253334941bfaec73b3cc6d1fd1b)",internal
Bridge,bridge_4.glb,Bridge,VictorSantos76 (https://sketchfab.com/VictorSantos01),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/bridge-8e0227deb8704ae5b004192a8da8b825,"""Bridge"" by VictorSantos76 (https://sketchfab.com/VictorSantos01) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/bridge-8e0227deb8704ae5b004192a8da8b825)",internal
Bridge,bridge_5.glb,Bridge,Milan (https://sketchfab.com/milanfonken),CC-BY-NC-ND-4.0 (http://creativecommons.org/licenses/by-nc-nd/4.0/),https://sketchfab.com/3d-models/bridge-b95a1cf88cae49ada50f9264cf51d43d,"""Bridge"" by Milan (https://sketchfab.com/milanfonken) is licensed under CC-BY-NC-ND-4.0 (http://creativecommons.org/licenses/by-nc-nd/4.0/) (Source: https://sketchfab.com/3d-models/bridge-b95a1cf88cae49ada50f9264cf51d43d)",internal
Bridge,bridge_winter.glb,Bridge winter,TheDrone (https://sketchfab.com/thedrone),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/bridge-winter-aa2336ee78dd4de580822bbcf3a7ca5f,"""Bridge winter"" by TheDrone (https://sketchfab.com/thedrone) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/bridge-winter-aa2336ee78dd4de580822bbcf3a7ca5f)",internal
Bridge,broken_bridge.glb,BROKEN BRIDGE,drcrazzie (https://sketchfab.com/drcrazzie),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/broken-bridge-95309d482f9949c0b87d4f0801f4a70f,"""BROKEN BRIDGE"" by drcrazzie (https://sketchfab.com/drcrazzie) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/broken-bridge-95309d482f9949c0b87d4f0801f4a70f)",internal
Bridge,dreamy_bridge.glb,Dreamy Bridge,Lowpolyme (https://sketchfab.com/lowpolyme),CC-BY-NC-4.0 (http://creativecommons.org/licenses/by-nc/4.0/),https://sketchfab.com/3d-models/dreamy-bridge-50c3313a16c740a4b02d0ff2e2441889,"""Dreamy Bridge"" by Lowpolyme (https://sketchfab.com/lowpolyme) is licensed under CC-BY-NC-4.0 (http://creativecommons.org/licenses/by-nc/4.0/) (Source: https://sketchfab.com/3d-models/dreamy-bridge-50c3313a16c740a4b02d0ff2e2441889)",internal
Bridge,helix_bridge.glb,Helix Bridge,Sengchor (https://sketchfab.com/Sengchor),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/helix-bridge-1221edc4c2454b29b3b6adcd6fdefb0e,"""Helix Bridge"" by Sengchor (https://sketchfab.com/Sengchor) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/helix-bridge-1221edc4c2454b29b3b6adcd6fdefb0e)",internal
Bridge,lowpoly_manhattan_bridge.glb,LowPoly Manhattan Bridge,SUSUSUBE (https://sketchfab.com/SUSUSUBE),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/lowpoly-manhattan-bridge-50861561576949f4931da99bdd2d940b,"""LowPoly Manhattan Bridge"" by SUSUSUBE (https://sketchfab.com/SUSUSUBE) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/lowpoly-manhattan-bridge-50861561576949f4931da99bdd2d940b)",internal
Bridge,martha_mcclean_bridge.glb,Martha McClean Bridge,symension123 (https://sketchfab.com/symension123),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/martha-mcclean-bridge-b025b69e36874fac8886bdb1bd17c2e3,"""Martha McClean Bridge"" by symension123 (https://sketchfab.com/symension123) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/martha-mcclean-bridge-b025b69e36874fac8886bdb1bd17c2e3)",internal
Bridge,nyc_the_high_bridge.glb,"NYC, The High Bridge",99.Miles (https://sketchfab.com/Mazen220),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/nyc-the-high-bridge-1a98cc4fe0064c009f4c2da35f0fc232,"""NYC, The High Bridge"" by 99.Miles (https://sketchfab.com/Mazen220) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/nyc-the-high-bridge-1a98cc4fe0064c009f4c2da35f0fc232)",internal
Bridge,old_bridge.glb,Old bridge,NoodlePoodle (https://sketchfab.com/NoodePoodle),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/old-bridge-293190e5169947c1a374a9ec850264d3,"""Old bridge"" by NoodlePoodle (https://sketchfab.com/NoodePoodle) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/old-bridge-293190e5169947c1a374a9ec850264d3)",internal
Bridge,scandinavian_bridge.glb,Scandinavian bridge,Ivan Norman (https://sketchfab.com/vanidza),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/scandinavian-bridge-ed021c21c21d4e44a4de8903042f3da8,"""Scandinavian bridge"" by Ivan Norman (https://sketchfab.com/vanidza) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/scandinavian-bridge-ed021c21c21d4e44a4de8903042f3da8)",internal
Bridge,science_fiction_tramtrain_bridge..glb,Science Fiction Tram/Train Bridge.,@blue.blender.print (https://sketchfab.com/arobaco),SKETCHFAB Standard (https://sketchfab.com/licenses),https://sketchfab.com/3d-models/science-fiction-tramtrain-bridge-c275ab6308fb49958243cfe2112c9aba,"""Science Fiction Tram/Train Bridge."" by @blue.blender.print (https://sketchfab.com/arobaco) is licensed under SKETCHFAB Standard (https://sketchfab.com/licenses) (Source: https://sketchfab.com/3d-models/science-fiction-tramtrain-bridge-c275ab6308fb49958243cfe2112c9aba)",internal
Bridge,stone_bridge.glb,Stone Bridge,xplanepilot (https://sketchfab.com/xplanepilot),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/stone-bridge-38879ba7169d4944ac3ef85580f5b1a5,"""Stone Bridge"" by xplanepilot (https://sketchfab.com/xplanepilot) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/stone-bridge-38879ba7169d4944ac3ef85580f5b1a5)",internal
Bridge,wooden_bridge.glb,Wooden Bridge,Akshat (https://sketchfab.com/shooter24994),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/wooden-bridge-8fa6c9cf27f8494db2e52a8d27804eff,"""Wooden Bridge"" by Akshat (https://sketchfab.com/shooter24994) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/wooden-bridge-8fa6c9cf27f8494db2e52a8d27804eff)",internal
Bridge,yberpunk_bridge.glb,Сyberpunk Bridge,Ya (https://sketchfab.com/Yarik16),SKETCHFAB Standard (https://sketchfab.com/licenses),https://sketchfab.com/3d-models/yberpunk-bridge-de84589f5f6d4950b54902dc68c7202a,"""Сyberpunk Bridge"" by Ya (https://sketchfab.com/Yarik16) is licensed under SKETCHFAB Standard (https://sketchfab.com/licenses) (Source: https://sketchfab.com/3d-models/yberpunk-bridge-de84589f5f6d4950b54902dc68c7202a)",internal
Buildings,100_lowpoly_buildings__buildings_pack.glb,100 Lowpoly Buildings | Buildings Pack,Fridqeir (https://sketchfab.com/Fridqeir),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/100-lowpoly-buildings-buildings-pack-7c87fb777cd34985807e05b79c9548c0,"""100 Lowpoly Buildings | Buildings Pack"" by Fridqeir (https://sketchfab.com/Fridqeir) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/100-lowpoly-buildings-buildings-pack-7c87fb777cd34985807e05b79c9548c0)",internal
Buildings,abandoned_building.glb,Abandoned building,Federico Paredes (https://sketchfab.com/EmilioPa),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/abandoned-building-1aa481727ca54c59834a4f311b43e0cd,"""Abandoned building"" by Federico Paredes (https://sketchfab.com/EmilioPa) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/abandoned-building-1aa481727ca54c59834a4f311b43e0cd)",internal
Buildings,asia_building.glb,Asia Building,Solarliu (https://sketchfab.com/jacky15621419),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/asia-building-a3f45195b01f48ff9f687d3ceac52b82,"""Asia Building"" by Solarliu (https://sketchfab.com/jacky15621419) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/asia-building-a3f45195b01f48ff9f687d3ceac52b82)",internal
Buildings,bayard_building.glb,Bayard Building,novusod (https://sketchfab.com/novusod),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/bayard-building-d8c2b59b7a7343ea99fc04ea1451012d,"""Bayard Building"" by novusod (https://sketchfab.com/novusod) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/bayard-building-d8c2b59b7a7343ea99fc04ea1451012d)",internal
Buildings,brutalist_building.glb,Brutalist building,abhayexe (https://sketchfab.com/abhayexe),SKETCHFAB Standard (https://sketchfab.com/licenses),https://sketchfab.com/3d-models/brutalist-building-4453d2bf929646c6ac0becd426eb5500,"""Brutalist building"" by abhayexe (https://sketchfab.com/abhayexe) is licensed under SKETCHFAB Standard (https://sketchfab.com/licenses) (Source: https://sketchfab.com/3d-models/brutalist-building-4453d2bf929646c6ac0becd426eb5500)",internal
Buildings,buildings.glb,Buildings,Elbolillo (https://sketchfab.com/Elbolilloduro),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/buildings-53fdd165f327434e9a88873253f710a5,"""Buildings"" by Elbolillo (https://sketchfab.com/Elbolilloduro) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/buildings-53fdd165f327434e9a88873253f710a5)",internal
Buildings,buildings_1.glb,buildings,Elbolillo (https://sketchfab.com/Elbolilloduro),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/buildings-9a09d24934b04a77931d2803847d75a9,"""buildings"" by Elbolillo (https://sketchfab.com/Elbolilloduro) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/buildings-9a09d24934b04a77931d2803847d75a9)",internal
Buildings,buildings_2.glb,Buildings,abhayexe (https://sketchfab.com/abhayexe),SKETCHFAB Standard (https://sketchfab.com/licenses),https://sketchfab.com/3d-models/buildings-f4eb4a0fe6134232a8937da9afab8b2c,"""Buildings"" by abhayexe (https://sketchfab.com/abhayexe) is licensed under SKETCHFAB Standard (https://sketchfab.com/licenses) (Source: https://sketchfab.com/3d-models/buildings-f4eb4a0fe6134232a8937da9afab8b2c)",internal
Buildings,buildings_for_3d_printing.glb,Buildings for 3D printing,VirtualBG (https://sketchfab.com/undereality),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/buildings-for-3d-printing-d12905b8ba3c4b0f926e8d329d8b3515,"""Buildings for 3D printing"" by VirtualBG (https://sketchfab.com/undereality) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/buildings-for-3d-printing-d12905b8ba3c4b0f926e8d329d8b3515)",internal
Buildings,building_-_new_york.glb,Building - New York,Sunlan4ch (https://sketchfab.com/sunlanich),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-new-york-4a358ac1b28c4b449335892cb19408cb,"""Building - New York"" by Sunlan4ch (https://sketchfab.com/sunlanich) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-new-york-4a358ac1b28c4b449335892cb19408cb)",internal
Buildings,building_01.glb,Building 01,Shalmon (https://sketchfab.com/nashalanandas),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-01-9dddd66f51564e7eae2e5142267859fd,"""Building 01"" by Shalmon (https://sketchfab.com/nashalanandas) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-01-9dddd66f51564e7eae2e5142267859fd)",internal
Buildings,building_02.glb,Building 02,Shalmon (https://sketchfab.com/nashalanandas),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-02-e22ece3fd35c4bd4a3d90321c1b2a806,"""Building 02"" by Shalmon (https://sketchfab.com/nashalanandas) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-02-e22ece3fd35c4bd4a3d90321c1b2a806)",internal
Buildings,building_05.glb,Building 05,Shalmon (https://sketchfab.com/nashalanandas),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-05-b8138441c5514e3484894eb68123bc41,"""Building 05"" by Shalmon (https://sketchfab.com/nashalanandas) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-05-b8138441c5514e3484894eb68123bc41)",internal
Buildings,building_06.glb,Building 06,Shalmon (https://sketchfab.com/nashalanandas),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-06-162a09fdfe7a4accb69bedb04b633e7f,"""Building 06"" by Shalmon (https://sketchfab.com/nashalanandas) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-06-162a09fdfe7a4accb69bedb04b633e7f)",internal
Buildings,building_07.glb,Building 07,Shalmon (https://sketchfab.com/nashalanandas),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-07-e1f85752415047e986a7e60d3789886f,"""Building 07"" by Shalmon (https://sketchfab.com/nashalanandas) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-07-e1f85752415047e986a7e60d3789886f)",internal
Buildings,building_1.glb,Building,altncaglar (https://sketchfab.com/altncaglar),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-b3295edbc6ee4023978c2209df0d9a35,"""Building"" by altncaglar (https://sketchfab.com/altncaglar) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-b3295edbc6ee4023978c2209df0d9a35)",internal
Buildings,building_2.glb,Building,Mateusz Woliński (https://sketchfab.com/jeandiz),SKETCHFAB Standard (https://sketchfab.com/licenses),https://sketchfab.com/3d-models/building-3bac35744c344c00b63d681c58fa27f1,"""Building"" by Mateusz Woliński (https://sketchfab.com/jeandiz) is licensed under SKETCHFAB Standard (https://sketchfab.com/licenses) (Source: https://sketchfab.com/3d-models/building-3bac35744c344c00b63d681c58fa27f1)",internal
Buildings,building_3.glb,building 3,geniusrahman155 (https://sketchfab.com/geniusrahman155),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-3-f73bbeed660a4596997ad9a262be081b,"""building 3"" by geniusrahman155 (https://sketchfab.com/geniusrahman155) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-3-f73bbeed660a4596997ad9a262be081b)",internal
Buildings,building_4.glb,Building,avbazhanova954 (https://sketchfab.com/avbazhanova954),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-d20cc2eb5bce42b191ef52f72efbeef8,"""Building"" by avbazhanova954 (https://sketchfab.com/avbazhanova954) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-d20cc2eb5bce42b191ef52f72efbeef8)",internal
Buildings,building_5.glb,Building,Darkkostas25 (https://sketchfab.com/Darkkostas25),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-4e37f4b1d63b4f7e8e2d6bb5c71512d4,"""Building"" by Darkkostas25 (https://sketchfab.com/Darkkostas25) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-4e37f4b1d63b4f7e8e2d6bb5c71512d4)",internal
Buildings,building_6.glb,Building,tweedbonlesher (https://sketchfab.com/tweedbonlesher),CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/),https://sketchfab.com/3d-models/building-ae5133869fa04fbfb7ea0e6ffd499f3d,"""Building"" by tweedbonlesher (https://sketchfab.com/tweedbonlesher) is licensed under CC-BY-4.0 (http://creativecommons.org/licenses/by/4.0/) (Source: https://sketchfab.com/3d-models/building-ae5133869fa04fbfb7ea0e6ffd499f3d)",internal
Buildings,building_brutalist_tricorner.glb,Building Brutalist TriCorner,Nicolai Kilstrup (https://sketchfab.com/nkilstrup),CC-BY-NC-4.0 (http://creativecommons.org/licenses/by-nc/4.0/),https://sketchfab.com/3d-models/building-brutalist-tricorner-a0923ae832474539bc856a8c6d3acc00,"""Building Brutalist TriCorner"" by Nicolai Kilstrup (https://sketchfab.com/nkilstrup) is licensed under CC-BY-NC-4.0 (http://creativecommons.org/licenses/by-nc/4.0/) (Source: https://sketchfab.com/3d-models/building-brutalist-tricorner-a0923ae832474539bc856a8c6d3acc00)",internal
